Dept,JobDate,jobno,Vehicleid,UnitNo,Reason,Notes,CostParts,CostLabor,CostTotal,
2135,02-09-2015 00:00,14514,512810,50,07    IN SERVICE (PREP NEW VEHICLE OR EQUIP),INSTALLATION OF NEW RADIO INVOIC E1025544$485.08,485.08,0,485.08,1
2135,02-09-2015 00:00,14515,512606,51,07    IN SERVICE (PREP NEW VEHICLE OR EQUIP),NEW RADIO INSTALLNORTHEASTERN COMMUNICATIONINVOICE 1025544$485.08,485.08,0,485.08,1
2135,02-09-2015 00:00,14526,512810,50,13    SNOW BREAKDOWN,PLOW BOLTSWINDOW WASH FLUID,19.78,0,19.78,2
2135,02-10-2015 00:00,14462,D12433      ,444,13    SNOW BREAKDOWN,PLOW BOLTS MISSING,25,0,25,2
2135,2/13/2015 0:00,14545,172326,521,04    DRIVER'S REPORT,NEEDS WASHER FLUID,4.78,0,4.78,2
2135,2/19/2015 0:00,14499,138675,412,04    DRIVER'S REPORT,L/R TIRE SLOW LEAK,4.5,0,4.5,2
2135,2/23/2015 0:00,14346,C36322      ,415,13    SNOW BREAKDOWN,PLOW DONT WORKROAD CALLCHECK BATTERY,299.92,0,299.92,1
2135,2/23/2015 0:00,14612,170716,54,04    DRIVER'S REPORT,needs floor matts/mike k,14.49,0,14.49,2
2135,2/24/2015 0:00,14282,C36323      ,448,04    DRIVER'S REPORT,DASHPM SERVICECHECK TUNE UP,3497.83,0,3497.83,1
2135,2/24/2015 0:00,14529,D22892      ,451,04    DRIVER'S REPORT,needs plow oil,8.08,0,8.08,2
2135,2/24/2015 0:00,14548,C95216      ,435,10    ROADCALL,ROAD CALL TO PARKS DEPTWILL NOT START,153.46,0,153.46,2
2135,2/24/2015 0:00,14582,C95216      ,435,10    ROADCALL,ROAD CALL TO PARKS DEPTNO START,0,0,0,2
2135,2/25/2015 0:00,14575,C95216      ,435,10    ROADCALL,NO START,0,0,0,2
2135,2/25/2015 0:00,14585,C36322      ,415,08    PM SERVICE              ***,PM SERVICE,498.94,0,498.94,1
2135,2/25/2015 0:00,14609,B71793      ,59,04    DRIVER'S REPORT,NEEDS PLOW LIGHT,12.39,0,12.39,2
2135,2/25/2015 0:00,14621,D12433      ,444,04    DRIVER'S REPORT,needs plow fluid/allan,8.08,0,8.08,2
2135,2/25/2015 0:00,14662,169312,424,04    DRIVER'S REPORT,needs a qt of 5w30/jim f,4.85,0,4.85,1
2135,2/27/2015 0:00,14295,Y14264      ,531,04    DRIVER'S REPORT,CHECK FOR HYD LEAK,19.9,0,19.9,1
2135,03-02-2015 00:00,14030,902010,,08    PM SERVICE              ***,FULL SERVICE,277.05,0,277.05,1
2135,03-02-2015 00:00,14150,658295,,08    PM SERVICE              ***,"PM, SERVICE / NEED STROBE LIGHTS",150.08,0,150.08,2
2135,03-02-2015 00:00,14326,Y14225      ,482,04    DRIVER'S REPORT,BELTS MAKING NOISE,2.39,0,2.39,2
2135,03-02-2015 00:00,14626,512810,50,13    SNOW BREAKDOWN,ALIGN PLOW LIGHTS,0,0,0,2
2135,03-02-2015 00:00,14632,555359,596,13    SNOW BREAKDOWN,ROAD CALL TO PARKS DEPTHYD LEAK,554.4,0,554.4,1
2135,03-06-2015 00:00,14645,D12433      ,444,13    SNOW BREAKDOWN,PLOW LOW ON FLUID,8.08,0,8.08,2
2135,03-06-2015 00:00,14714,512810,50,04    DRIVER'S REPORT,NEEDS PLOW GUIDESHUB CAP MISSING,42.63,0,42.63,2
2135,03-06-2015 00:00,14720,D22892      ,451,04    DRIVER'S REPORT,"CHECK PLOW BLADE, & PLOW PUMP OIL",18.08,0,18.08,2
2135,03-06-2015 00:00,14744,512810,50,40    NEGLIGENCE,MISSING PLOW BOLTS,25,0,25,2
2135,03-06-2015 00:00,14762,512810,50,13    SNOW BREAKDOWN,PLOW LIGHT OUTGUIDES,13.86,0,13.86,2
2135,3/16/2015 0:00,14658,555359,596,13    SNOW BREAKDOWN,REMOVE HYD LINES FOR SANDERHYD LEAK,276.01,0,276.01,1
2135,3/16/2015 0:00,14670,C36322      ,415,04    DRIVER'S REPORT,STALLS AT IDLENO STRBESSIGNAL LENSE,253.33,0,253.33,1
2135,3/16/2015 0:00,14696,D12433      ,444,13    SNOW BREAKDOWN,"CHECK PLOW, WILL NOT GO UP/DOWN OR SIDE TO SIDE",8.08,0,8.08,2
2135,3/16/2015 0:00,14782,Y14264      ,531,04    DRIVER'S REPORT,NEEDS WORKLITE BULB/AND PLUG/ROB,116.73,0,116.73,2
2135,3/16/2015 0:00,14783,D00249      ,506,04    DRIVER'S REPORT,NEEDS TAIL LITE BULB,1.46,0,1.46,2
2135,3/25/2015 0:00,14699,170716,54,13    SNOW BREAKDOWN,CHECK PLOW BOLTS,20,0,20,2
2135,3/26/2015 0:00,14848,B71793      ,59,10    ROADCALL,NO START,0,0,0,2
2135,3/26/2015 0:00,14925,C95216      ,435,01    BREAKDOWN            ***,"TRUCK WON'T RUN, TOWED TO GABRIELLI FORD GABRIELLI FORD \RE-MAN TURBO, EGR VALVE, CARRIER BEARINGINVOICE 85032MS$3,106.46",3106.46,0,3106.46,1
2135,3/27/2015 0:00,14550,Y14264      ,531,04    DRIVER'S REPORT,BELT NOISE.CHECK REAR STROBES.HYD. LINES ON BUCKET.DEFLECTOR ON SPREADER IS BENT.,25,0,25,1
2135,3/27/2015 0:00,14707,D12433      ,444,13    SNOW BREAKDOWN,CHECK PLOW PUMP FLUID,8.08,0,8.08,2
2135,3/27/2015 0:00,14748,524,495,13    SNOW BREAKDOWN,CHECK FLAT TIRE ON TRAILER (PRIORITY 1 PER SCACCO ),0,0,0,2
2135,3/27/2015 0:00,14791,242480,428,04    DRIVER'S REPORT,WILL NOT START &  CHECK ALL LIGHTS AS NEEDED (ROAD CALL),1.46,0,1.46,2
2135,3/27/2015 0:00,14930,172326,521,04    DRIVER'S REPORT,NEEDS WIPER BLADES,7.16,0,7.16,2
2135,3/30/2015 0:00,14237,Y14225      ,482,04    DRIVER'S REPORT,"needs blinker light,rear lens;mirror,fuse,connector",233.59,0,233.59,2
2135,3/30/2015 0:00,14303,512810,50,07    IN SERVICE (PREP NEW VEHICLE OR EQUIP),INSERVICE,108.59,0,108.59,1
2135,3/30/2015 0:00,14750,169312,424,13    SNOW BREAKDOWN,CHECK ALL FLUIDS,2.39,0,2.39,2
2135,3/30/2015 0:00,14835,620915,423,10    ROADCALL,WILL NOT START AT PARKS GARAGE.,245.72,0,245.72,2
2137,01-06-2015 00:00,14135,579138,21,04    DRIVER'S REPORT,WILL NOT START (BELL ST GARAGE),0,0,0,2
2137,1/21/2015 0:00,14290,579137,25,08    PM SERVICE              ***,PM SERVICE,48.2,0,48.2,2
2137,1/28/2015 0:00,14306,579118,17,08    PM SERVICE              ***,SERVICE WIPER BLADES,43.83,0,43.83,2
2137,2/24/2015 0:00,14527,579107,16,04    DRIVER'S REPORT,PM SERVICE,123.52,0,123.52,2
2137,03-02-2015 00:00,14604,579119,24,08    PM SERVICE              ***,PM SERVICECHECK BRAKESREPLACE WIPERS,86.91,0,86.91,2
2139,1/14/2015 0:00,14179,166478,68,04    DRIVER'S REPORT,WILL NOT START,64.75,0,64.75,2
2139,1/15/2015 0:00,14260,181580,642,04    DRIVER'S REPORT,REPLACE DRIVER DOOR PANNEL [WARRANTY],0,0,0,2
2139,1/15/2015 0:00,14268,131049,643,04    DRIVER'S REPORT,TOOK A CASE OF WASHER FLUID,10.74,0,10.74,2
2139,1/26/2015 0:00,14327,131049,643,13    SNOW BREAKDOWN,PUT REAR CHAINS ON,0,0,0,2
2139,1/26/2015 0:00,14332,131050,651,04    DRIVER'S REPORT,PUT ON TIRE CHAINS,0,0,0,2
2139,1/30/2015 0:00,14330,103885,647,04    DRIVER'S REPORT,PUT ON TIRE CHANIS,80.85,0,80.85,2
2139,1/30/2015 0:00,14376,B00196      ,652,13    SNOW BREAKDOWN,WIPER BLADESTAKE OFF TIRE CHAINS,21.6,0,21.6,2
2139,1/30/2015 0:00,14383,131050,658,13    SNOW BREAKDOWN,TAKE OFF CHAINSWIPER BLADES,0,0,0,2
2139,02-03-2015 00:00,14363,166478,68,13    SNOW BREAKDOWN,PUT ON TIRE CHAINS,0,0,0,2
2139,02-04-2015 00:00,14439,131050,651,13    SNOW BREAKDOWN,PUT TIRE CHAINS ON,0,0,0,2
2139,02-06-2015 00:00,14448,166478,68,13    SNOW BREAKDOWN,INSTALL TIRE CHAINS,0,0,0,2
2139,02-06-2015 00:00,14469,166478,68,13    SNOW BREAKDOWN,REMOVE TIRE CHAINS,0,0,0,2
2139,2/24/2015 0:00,14325,B00195      ,646,04    DRIVER'S REPORT,CHECK POWER STEERING,0,0,0,1
2139,2/24/2015 0:00,14503,B00195      ,646,04    DRIVER'S REPORT,CHECK SIGNALSREPLACE WIPERS,23.06,0,23.06,2
2139,2/25/2015 0:00,14595,B00196      ,652,04    DRIVER'S REPORT,AIMS FUEL SYSTEM NOT WORKING.,0,0,0,2
2139,03-02-2015 00:00,14560,B00195      ,646,04    DRIVER'S REPORT,R/R FLAT,312.39,0,312.39,1
2139,03-02-2015 00:00,14635,166479,67,13    SNOW BREAKDOWN,REMOVE TIRE CHAINS,0,0,0,2
2139,03-02-2015 00:00,14669,166479,67,04    DRIVER'S REPORT,NO BLOWER FAN ON LOW NOISE IN FRONT END,39.09,0,39.09,2
2139,03-06-2015 00:00,14692,166479,67,13    SNOW BREAKDOWN,INSTALL TIRE CHAINS,0,0,0,2
2139,3/26/2015 0:00,14836,390513,649,04    DRIVER'S REPORT,CHECK HEAD LIGHTS,9.13,0,9.13,2
2139,3/26/2015 0:00,14871,B00195      ,646,04    DRIVER'S REPORT,"PM,SERVICE,CHECK NOISE IN SUSPENSION, & TIRE PRESSURE LIGHT",103.84,0,103.84,1
2139,3/30/2015 0:00,14794,166478,68,04    DRIVER'S REPORT,CHECK ALL GAUGES  (FUEL GAUGE DO NOT WORK),348.26,0,348.26,1
2141,01-06-2015 00:00,14152,B20086      ,30,04    DRIVER'S REPORT,CHECK R/REAR INDICATOR,1.46,0,1.46,2
2141,1/20/2015 0:00,14241,626179,390,10    ROADCALL,DONT START,0,0,0,2
2141,1/20/2015 0:00,14251,965476,389,04    DRIVER'S REPORT,ANTI FREEZE LEAKCHECK FRONT SPRINGS,893.12,0,893.12,1
2141,1/20/2015 0:00,14283,323009,384,40    NEGLIGENCE,NEEDS MIRROR/JIM F,10.94,0,10.94,2
2141,1/30/2015 0:00,14388,938747,188,13    SNOW BREAKDOWN,CENTER PIN ON PLOW,23.77,0,23.77,2
2141,02-04-2015 00:00,14461,965476,389,04    DRIVER'S REPORT,NO AIR PRESSURE BRKES LOCKED UP,5.11,0,5.11,2
2141,02-09-2015 00:00,14507,B20086      ,30,04    DRIVER'S REPORT,REPLACE ALL TIRES,816.27,0,816.27,1
2141,2/13/2015 0:00,14460,B20086      ,30,13    SNOW BREAKDOWN,NEEDS WASHER FLUID/OIL,8.89,0,8.89,2
2141,2/13/2015 0:00,14544,K02024      ,381,04    DRIVER'S REPORT,OIL AND GREASE,44.78,0,44.78,2
2141,2/24/2015 0:00,14510,965476,389,04    DRIVER'S REPORT,BRAKES NOT HOLDING,0,0,0,2
2141,2/25/2015 0:00,14593,A81556      ,391,04    DRIVER'S REPORT,needs headlamp/jim f,8.88,0,8.88,2
2141,03-06-2015 00:00,14412,B20086      ,30,04    DRIVER'S REPORT,NAIL IN FRONT TIRE,4.5,0,4.5,2
2141,03-06-2015 00:00,14721,323009,384,04    DRIVER'S REPORT,NEEDS BRASS AIR LINE FITTINGS,10,0,10,2
2141,3/16/2015 0:00,14803,323009,384,04    DRIVER'S REPORT,NEEDS WIPER BLADE NEEDS AIR HOSE/JIM F,61.33,0,61.33,1
2141,3/27/2015 0:00,14903,X01320      ,380,04    DRIVER'S REPORT,JIM PICKED UP 2 BATTERIES ...#1050,169.68,0,169.68,1
2141,3/27/2015 0:00,14934,30519,388,04    DRIVER'S REPORT,NEEDS D/S SEAT CUSHION/JIM,31.85,0,31.85,1
2141,3/30/2015 0:00,14554,K02024      ,381,04    DRIVER'S REPORT,CHECK LIGHTS,195.35,0,195.35,2
2142,01-02-2015 00:00,14143,49617,352,04    DRIVER'S REPORT,FLAT TIRE LEFT REAR OUTSIDE,1497.5,0,1497.5,1
2142,01-07-2015 00:00,14195,718765,337,04    DRIVER'S REPORT,PARTS FOR ARM,319.48,0,319.48,1
2142,1/15/2015 0:00,14244,48878,346,04    DRIVER'S REPORT,HYD LEAK LEFT SIDE,293.59,0,293.59,1
2142,1/15/2015 0:00,14265,718765,337,04    DRIVER'S REPORT,GREASE/MIKE,35,0,35,2
2142,1/22/2015 0:00,14302,48878,346,04    DRIVER'S REPORT,NEEDS A FLASHER,11.04,0,11.04,2
2142,1/26/2015 0:00,14312,48878,346,04    DRIVER'S REPORT,NO HIGH BEAMS PACKER STOPPED WORKING,15.24,0,15.24,1
2142,2/19/2015 0:00,14473,49617,352,04    DRIVER'S REPORT,NO POWER SPOT MIRRORTHROLLE FOR HOPPER STICKING,412.56,0,412.56,1
2142,3/26/2015 0:00,14845,48878,346,04    DRIVER'S REPORT,CHECK ALL TIRES & FLUIDS,1199.78,0,1199.78,1
2143,01-05-2015 00:00,14154,229004,379,04    DRIVER'S REPORT,WASHER FLUID,1.79,0,1.79,2
2143,01-05-2015 00:00,14166,5694,368,01    BREAKDOWN            ***,"UNIT SENT TO SANITARY FOR SCALE SYSTEM ON FRONT FORKS REPLACE 2 PROXIMITY SWITCHES AND VULCAN METERSANITARY EQUIPMENTINVOICE 074644$2,387.46",2387.46,0,2387.46,1
2143,01-05-2015 00:00,14167,5694,368,01    BREAKDOWN            ***,"UNIT SENT TO MDANITARY FOR SCALE SYSTEM ON FRONT FORKSSANITARY EQUIPMENTINVOICE 074644$2,387.46",2387.46,0,2387.46,1
2143,01-06-2015 00:00,13802,45569,350,04    DRIVER'S REPORT,"DIESEL FUEL LEAK  UNDER CAB, L/REAR PACKER PISTON LEAKS",1607.45,0,1607.45,1
2143,01-06-2015 00:00,14115,48877,373,04    DRIVER'S REPORT,HYDRA LEAK ON DRIVER'S SIDE TOTER CART HANDLE,18.5,0,18.5,1
2143,01-06-2015 00:00,14151,27143,369,04    DRIVER'S REPORT,"CHECK AIMS SYSTEM WILL NOT FUEL UP, C HECK AIR SYSTEM & TIRES",1666.57,0,1666.57,1
2143,01-06-2015 00:00,14162,50552,359,04    DRIVER'S REPORT,RT SIDE BLINKER OUT HARD STARTINGRT WINDSHIELD BROKEN,104.7,0,104.7,1
2143,01-07-2015 00:00,13830,50552,359,04    DRIVER'S REPORT,", BACK-UP CAMERA DO  NOT WORK",741.4,0,741.4,1
2143,01-07-2015 00:00,14008,B20091      ,35,04    DRIVER'S REPORT,"CHECK RADIO ,DOES NOT WORK..REPLACE 2 WAY",0,0,0,1
2143,01-07-2015 00:00,14178,228151,378,08    PM SERVICE              ***,SERVICE,88.18,0,88.18,1
2143,01-07-2015 00:00,14186,50552,359,40    NEGLIGENCE,BROKEN RIGHT SIDE WINDSHIELDBINKS GLASSINVOICE #$400.00,400,0,400,1
2143,01-07-2015 00:00,14198,B90933      ,34,04    DRIVER'S REPORT,WASHER FLUID,1.79,0,1.79,2
2143,01-09-2015 00:00,14218,5694,368,04    DRIVER'S REPORT,4 QTS MOTOR OIL1 GAL COOLANTGREASESHOP SUPPLYS,67.04,0,67.04,2
2143,01-12-2015 00:00,14228,50550,357,04    DRIVER'S REPORT,WORK LIGHTS IN REAR NOT WORKING,5,0,5,2
2143,1/13/2015 0:00,14036,50903,353,04    DRIVER'S REPORT,UPPER LEFT HYDRA HOSE ON BLADE LEAKING,69.75,0,69.75,1
2143,1/13/2015 0:00,14240,229004,379,04    DRIVER'S REPORT,RIGHT HEAD LIGHT OUT,11.81,0,11.81,2
2143,1/13/2015 0:00,14245,49618,356,04    DRIVER'S REPORT,3 QTS 15-40 OILSHOP SUPPLYS $20.00,9.78,0,9.78,2
2143,1/13/2015 0:00,14248,901894,377,40    NEGLIGENCE,REPAIR LEFT REAR FENDER,4.49,0,4.49,1
2143,1/14/2015 0:00,14054,229004,379,04    DRIVER'S REPORT,INSTALL TARP ON UNIT (SEE JIM FASOLI IN THIS REGARD),20,0,20,1
2143,1/14/2015 0:00,14171,50551,361,08    PM SERVICE              ***,CHECK BRAKES.P.M.  INSPECTION.FOG LIGHTS.AIR HORN PROBLEM.RIGHT DOOR LIGHT.,900.13,0,900.13,1
2143,1/14/2015 0:00,14202,50760,362,04    DRIVER'S REPORT,needs fuel filters /picked up by rob lotts,54.69,0,54.69,1
2143,1/14/2015 0:00,14206,50550,357,04    DRIVER'S REPORT,NEED REAR TIRESCHECK HYD OIL,2465.54,0,2465.54,1
2143,1/14/2015 0:00,14207,48877,373,04    DRIVER'S REPORT,HOPPER PISTON BROKEN,654.67,0,654.67,1
2143,1/15/2015 0:00,14261,50549,360,04    DRIVER'S REPORT,NEEDS A RELAY/JIM F,11.04,0,11.04,2
2143,1/20/2015 0:00,14047,B20089      ,31,04    DRIVER'S REPORT,BLOWER MOTOR NOT WORKING,340.78,0,340.78,1
2143,1/20/2015 0:00,14253,49616,351,04    DRIVER'S REPORT,RIGHT FRONT TIRE SLOW LEAKSTARTS HARD IN AMCHECK TRANS FLUID,638.39,0,638.39,1
2143,1/20/2015 0:00,14270,45569,350,04    DRIVER'S REPORT,REAR TIRESCHECK OIL,2389.78,0,2389.78,2
2143,1/20/2015 0:00,14271,50760,362,04    DRIVER'S REPORT,CHECK REAR TIRESRIGHT HEAD LIGHT OUT,1810.38,0,1810.38,1
2143,1/20/2015 0:00,14275,50903,353,04    DRIVER'S REPORT,HYD LEAK IN HOPPER,69.2,0,69.2,1
2143,1/20/2015 0:00,14278,5694,368,04    DRIVER'S REPORT,HYD LEAK [FORKS],88.68,0,88.68,1
2143,1/20/2015 0:00,14280,48877,373,10    ROADCALL,ROAD CALL TO TRANSFER STATIONHYD LEAK,81.91,0,81.91,1
2143,1/20/2015 0:00,14287,27571,366,04    DRIVER'S REPORT,CHECK PARKING BRAKERIGHT SIDE MIRROR LOSE,0,0,0,2
2143,1/21/2015 0:00,14262,45477,347,04    DRIVER'S REPORT,CHECK OIL AND ANTI FREZZELEFT MIRROR BROKEN,40.64,0,40.64,2
2143,1/21/2015 0:00,14291,50903,353,09    REWORK,WORK LIGHTS NOT WORKING..THIS IS RE-DO WORK FROM A PREVIOUS REPAIR.,21.62,0,21.62,1
2143,1/26/2015 0:00,14308,535231,374,04    DRIVER'S REPORT,CHECK LIGHTS,14.36,0,14.36,2
2143,1/28/2015 0:00,14234,49328,358,08    PM SERVICE              ***,PM SERVICEAIR LEAK,2277.02,0,2277.02,1
2143,1/28/2015 0:00,14301,228151,378,04    DRIVER'S REPORT,SLOW LEAK RIGHT REAR TIRE,4.5,0,4.5,2
2143,1/28/2015 0:00,14317,B90933      ,34,04    DRIVER'S REPORT,TIRES ALL 4,728.4,0,728.4,1
2143,1/29/2015 0:00,14398,50551,361,04    DRIVER'S REPORT,NEEDS HEADLAMP SWITCH,52.24,0,52.24,2
2143,1/30/2015 0:00,14124,45476,348,04    DRIVER'S REPORT,"HEATER , BLOWER NOT WORKING",20.5,0,20.5,2
2143,1/30/2015 0:00,14371,B90933      ,34,13    SNOW BREAKDOWN,WIPER BLADES,16.56,0,16.56,2
2143,1/30/2015 0:00,14382,45477,347,13    SNOW BREAKDOWN,PLOW BLADE BOLTS,25,0,25,2
2143,02-03-2015 00:00,14463,B20089      ,31,01    BREAKDOWN            ***,"UNIT WON'T RUN, BROUGHT OVER TO STAMFORD FORDREPLACE MASS AIR FLOW SENSORSTAMFORD FORDINVOICE #292308$500.61",500.61,0,500.61,1
2143,02-04-2015 00:00,14279,49616,351,10    ROADCALL,ROAD CALL TO LONG RIDGE RD,25.68,0,25.68,2
2143,02-04-2015 00:00,14377,45477,347,13    SNOW BREAKDOWN,HYD LEAK BY PLOWBLINKER OUT,1.17,0,1.17,1
2143,02-04-2015 00:00,14406,5694,368,04    DRIVER'S REPORT,FLAT TIRE RIGHT REAR,917.5,0,917.5,1
2143,02-04-2015 00:00,14455,228151,378,04    DRIVER'S REPORT,LEFT HEAD LIGHT OUT,11.7,0,11.7,2
2143,02-04-2015 00:00,14475,27143,369,04    DRIVER'S REPORT,NEEDS 2 WORK LIGHT,206.3,0,206.3,2
2143,02-04-2015 00:00,14476,34486,355,04    DRIVER'S REPORT,NEEDS HEADLIGHT,7.42,0,7.42,2
2143,02-04-2015 00:00,14477,49328,358,04    DRIVER'S REPORT,NEEDS FLASHER,11.04,0,11.04,2
2143,02-06-2015 00:00,14488,45476,348,04    DRIVER'S REPORT,NEEDS BATTERIES/JIMF,169.68,0,169.68,1
2143,02-06-2015 00:00,14494,229004,379,04    DRIVER'S REPORT,NEEDS A QT OF OIL /JIM F,4.85,0,4.85,2
2143,02-09-2015 00:00,14516,50903,353,04    DRIVER'S REPORT,LEFT REAR FLAT TIRE,996.84,0,996.84,1
2143,2/13/2015 0:00,14500,5694,368,04    DRIVER'S REPORT,FRONT TIRESCHECK FLUIDS,1574.93,0,1574.93,1
2143,2/13/2015 0:00,14501,27143,369,04    DRIVER'S REPORT,CHECK PTO BUTTON  POPS OUT NO AIR TANK DRAIN CORDS,152.23,0,152.23,1
2143,2/13/2015 0:00,14517,B90933      ,34,04    DRIVER'S REPORT,PM SERVICE FRONT WHEEL BEARING NOISEBRAKESWHEN FUELING FUEL BACKS UP,848.48,0,848.48,1
2143,2/13/2015 0:00,14563,50552,359,04    DRIVER'S REPORT,REAR VIEW CAMERA INOP,0,0,0,2
2143,2/17/2015 0:00,14472,50551,361,04    DRIVER'S REPORT,LEFT REAR LIGHT FELL OUT,0,0,0,2
2143,2/17/2015 0:00,14561,901894,377,04    DRIVER'S REPORT,2 WAY RADIO CUTS IN AND OUT,0,0,0,2
2143,2/17/2015 0:00,14590,50761,363,04    DRIVER'S REPORT,NEEDS A FLASHER/2 BULBS/JIM F,15.7,0,15.7,2
2143,2/18/2015 0:00,14397,4830,354,04    DRIVER'S REPORT,TIRES ?RED LIGHT ON IN DASH UNIT NOT REJENSENT TO GABRIOELLI INVOICE 84461MS$767.64,3172.64,0,3172.64,1
2143,2/18/2015 0:00,14601,4830,354,01    BREAKDOWN            ***,UNIT BROKE DOWN AND HAD TO BE TOWED TO GABRIELLI MACK IN MILFORDEAST COAST TOWING iNV.#14509$500.00,500,0,500,1
2143,2/18/2015 0:00,14603,4830,354,29    ACCIDENT,UNIT WAS TOWED FROM COURTLAND AVE TO VEHICLE MAINTENANCEUNIT WAS INVOLVED IN AN ACCIDENTEAST COAST TOWINGINVOICE #14519$100.00,100,0,100,2
2143,2/24/2015 0:00,14487,48877,373,04    DRIVER'S REPORT,2 WAY RADIO INOPL/S TOTER BRACKETREAR CAMERA,0,0,0,2
2143,2/24/2015 0:00,14551,49618,356,04    DRIVER'S REPORT,REAR TIRES,2384.49,0,2384.49,1
2143,2/24/2015 0:00,14608,27571,366,04    DRIVER'S REPORT,DRIVERS WINDOW WILL NOT ROLL UP,59.3,0,59.3,2
2143,2/24/2015 0:00,14636,B90933      ,34,13    SNOW BREAKDOWN,REBOLT PLOW BLADE,25,0,25,2
2143,2/24/2015 0:00,14657,B20091      ,35,40    NEGLIGENCE,needs d/s  mirror/lotts,473.68,0,473.68,1
2143,2/25/2015 0:00,14663,50760,362,04    DRIVER'S REPORT,NEEDS HEADLAMP/JIM FMILAGE PER JIM F,7.65,0,7.65,2
2143,2/25/2015 0:00,14664,50551,361,40    NEGLIGENCE,NEEDS DEF CAP/JIM F,26.49,0,26.49,1
2143,2/27/2015 0:00,14348,B90933      ,34,13    SNOW BREAKDOWN,PLOW BLADE BOLTS,25,0,25,2
2143,03-02-2015 00:00,14144,697901,371,10    ROADCALL,STARTS BUT NO THROTTLE AT COLLECTIONS.SENT TO HINES IHBILLS SERVICE OF STAMFORDINVOICE 161131$300.00,300,0,300,1
2143,03-02-2015 00:00,14334,B90933      ,34,04    DRIVER'S REPORT,PLOW PINS,11.61,0,11.61,2
2143,03-02-2015 00:00,14596,271148,336,04    DRIVER'S REPORT,NEEDS BRAKE FLUID/LOTTS/DONNIE,20.43,0,20.43,2
2143,03-02-2015 00:00,14651,27143,369,04    DRIVER'S REPORT,CHECK BRAKES,65.64,0,65.64,2
2143,03-09-2015 00:00,14492,50761,363,04    DRIVER'S REPORT,2 WAY RADIO,0,0,0,2
2143,03-09-2015 00:00,14798,4830,354,29    ACCIDENT,UNIT INVOLCVED IN ACCIDENTTOWED BY BILLS TOWING TO SUPERIOR SPRINGINVOICE 162767$600.00,600,0,600,1
2143,3/13/2015 0:00,14822,B20089      ,31,04    DRIVER'S REPORT,LOW POWER AND ENGINE LITE IS ONSENT TO STAMFORD FORDINVOICE 293481$2981.76,2981.76,0,2981.76,1
2143,3/16/2015 0:00,14617,5694,368,04    DRIVER'S REPORT,CHECK BRAKESCHECK FLUIDS,303.59,0,303.59,1
2143,3/24/2015 0:00,14913,50551,361,04    DRIVER'S REPORT,DEF CAP FROM SANITARY,105,0,105,2
2143,3/25/2015 0:00,14912,B90933      ,34,04    DRIVER'S REPORT,CHECK DUMP BODY,25,0,25,2
2143,3/26/2015 0:00,14618,48877,373,04    DRIVER'S REPORT,CHECK BRAKESHYD LEAK,3076.72,0,3076.72,1
2143,3/27/2015 0:00,14559,49328,358,04    DRIVER'S REPORT,HEAD LIGHT,30.96,0,30.96,2
2143,3/27/2015 0:00,14694,B90933      ,34,13    SNOW BREAKDOWN,CHECK NOISE IN L/FRONT WHEEL OR U-JOINTS,182.42,0,182.42,2
2143,3/27/2015 0:00,14827,49618,356,04    DRIVER'S REPORT,TAILGATE SENSOR DO NOT WORK (BEEPS),0,0,0,2
2143,3/27/2015 0:00,14935,50761,363,04    DRIVER'S REPORT,NEEDS ROCKER SWITCH/JIM,5,0,5,1
2143,3/30/2015 0:00,14549,27143,369,04    DRIVER'S REPORT,PTO BUTTON STILL POPS OUT COLDSMELLS EXHAUST IN CAB,124.82,0,124.82,1
2200,01-06-2015 00:00,14145,212521,46,04    DRIVER'S REPORT,CHECK WIPERS & ADD WINDSHIELD WASHER FLUID,8.74,0,8.74,2
2200,1/14/2015 0:00,14252,205786,29,04    DRIVER'S REPORT,DRIVER DOOR DONT CLOSE,0,0,0,1
2200,02-10-2015 00:00,14484,212572,39,10    ROADCALL,ROAD CALL TO GOVERMENT CENTER NO START,151.23,0,151.23,1
2200,03-02-2015 00:00,14508,41285,47,04    DRIVER'S REPORT,NEW WIPER BLADES.FILL W/ WASH.,10.56,0,10.56,1
2210,1/30/2015 0:00,14372,311542,11,13    SNOW BREAKDOWN,WIPER BLADES,21.6,0,21.6,2
2210,02-04-2015 00:00,14447,311542,11,13    SNOW BREAKDOWN,CHECK PLOW FLUIDALIGN PLOW LIGHTS,8.1,0,8.1,1
2210,02-06-2015 00:00,14496,311542,11,13    SNOW BREAKDOWN,CHECK PLOW LOW ON FLUID,10.72,0,10.72,2
2210,2/24/2015 0:00,14357,311542,11,13    SNOW BREAKDOWN,PLOW LIGHTS,0,0,0,1
2210,2/24/2015 0:00,14581,B20088      ,609,04    DRIVER'S REPORT,"NEEDS 1 QT OIL,WASHER FLUID,PLOW OIL/FRYZE",7.43,0,7.43,1
2210,2/25/2015 0:00,14429,311542,11,13    SNOW BREAKDOWN,PLOW DONT GO DOWN,57.1,0,57.1,2
2210,03-02-2015 00:00,14597,A22003      ,623,04    DRIVER'S REPORT,NEEDS OIL,10.08,0,10.08,2
2210,3/16/2015 0:00,14776,184891,9,13    SNOW BREAKDOWN,CHECK WIPER BLADES,21.6,0,21.6,2
